k	S(k)
5.105213	0.000000
5.108332	0.000000
5.111450	0.000000
5.114566	0.000000
5.117680	0.000000
5.123902	0.000000
5.127010	0.000000
5.130117	0.000000
5.133221	0.000000
5.139424	0.000000
5.142523	0.000000
5.148715	0.000000
5.151808	0.000000
5.154900	0.000000
5.157989	0.000000
5.161077	0.000000
5.164163	0.000000
5.167247	0.000000
5.173409	0.000000
5.176488	0.000000
5.179565	0.000000
5.182639	0.000000
5.185712	0.000000
5.188784	0.000000
5.191853	0.000000
5.197986	0.000000
5.201050	0.000000
5.204112	0.000000
5.207173	0.000000
5.210231	0.000000
5.213288	0.000000
5.216343	0.000000
5.222448	0.000000
5.225497	0.000000
5.228545	0.000000
5.231591	0.000000
5.237678	0.000000
5.240719	0.000000
5.246795	0.000000
5.249830	0.000000
5.252864	0.000000
5.255896	0.000000
5.258926	0.000000
5.261955	0.000000
5.264981	0.000000
5.271030	0.000000
5.274051	0.000000
5.277071	0.000000
5.280089	0.000000
5.283105	0.000000
5.286120	0.000000
5.289133	0.000000
5.298161	0.000000
5.301167	0.000000
5.304171	0.000000
5.307174	0.000000
5.310175	0.000000
5.313174	0.000000
5.319168	0.000000
5.322162	0.000000
5.325154	0.000000
5.328145	0.000000
5.334122	0.000000
5.337108	0.000000
5.343074	0.000000
5.346055	0.000000
5.349034	0.000000
5.352012	0.000000
5.354987	0.000000
5.357962	0.000000
5.360934	0.000000
5.366874	0.000000
5.369842	0.000000
5.372808	0.000000
5.375772	0.000000
5.378735	0.000000
5.381696	0.000000
5.384655	0.000000
5.390569	0.000000
5.393524	0.000000
5.396477	0.000000
5.399428	0.000000
5.402378	0.000000
5.405326	0.000000
5.408272	0.000000
5.414160	0.000000
5.417102	0.000000
5.420042	0.000000
5.422981	0.000000
5.428853	0.000000
5.431787	0.000000
5.437649	0.000000
5.440578	0.000000
5.443506	0.000000
5.446431	0.000000
5.449356	0.000000
5.452278	0.000000
5.455200	0.000000
5.461037	0.000000
5.463954	0.000000
5.466868	0.000000
5.469782	0.000000
5.472694	0.000000
5.475604	0.000000
5.478512	0.000000
5.484325	0.000000
5.487229	0.000000
5.490132	0.000000
5.493033	0.000000
5.495932	0.000000
5.498830	0.000000
5.501727	0.000000
5.507515	0.000000
5.510407	0.000000
5.513297	0.000000
5.516186	0.000000
5.521959	0.000000
5.524843	0.000000
5.533487	0.000000
5.536365	0.000000
5.539242	0.000000
5.542117	0.000000
5.544991	0.000000
5.547864	0.000000
5.553604	0.000000
5.556472	0.000000
5.559338	0.000000
5.562203	0.000000
5.565066	0.000000
5.567928	0.000000
5.570789	0.000000
5.576505	0.000000
5.579361	0.000000
5.582216	0.000000
5.585069	0.000000
5.587921	0.000000
5.590771	0.000000
5.593620	0.000000
5.599313	0.000000
5.602158	0.000000
5.605001	0.000000
5.607842	0.000000
5.613521	0.000000
5.616358	0.000000
5.622028	0.000000
5.624861	0.000000
5.627693	0.000000
5.630523	0.000000
5.633352	0.000000
5.636179	0.000000
5.639005	0.000000
5.644652	0.000000
5.647474	0.000000
5.650294	0.000000
5.653113	0.000000
5.655930	0.000000
5.658746	0.000000
5.661561	0.000000
5.669996	0.000000
5.672805	0.000000
5.675613	0.000000
5.678419	0.000000
5.681224	0.000000
5.684028	0.000000
5.689630	0.000000
5.692430	0.000000
5.695228	0.000000
5.698024	0.000000
5.703613	0.000000
5.706406	0.000000
5.711987	0.000000
5.714775	0.000000
5.717562	0.000000
5.720348	0.000000
5.723132	0.000000
5.725915	0.000000
5.728697	0.000000
5.734256	0.000000
5.737033	0.000000
5.739809	0.000000
5.742584	0.000000
5.745358	0.000000
5.748130	0.000000
5.750901	0.000000
5.756439	0.000000
5.759205	0.000000
5.761971	0.000000
5.764735	0.000000
5.767498	0.000000
5.770260	0.000000
5.773020	0.000000
5.778536	0.000000
5.781293	0.000000
5.784048	0.000000
5.786801	0.000000
5.792305	0.000000
5.795054	0.000000
5.800550	0.000000
5.803296	0.000000
5.806040	0.000000
5.808783	0.000000
5.811525	0.000000
5.814266	0.000000
5.817005	0.000000
5.822480	0.000000
5.825216	0.000000
5.827950	0.000000
5.830683	0.000000
5.833414	0.000000
5.836145	0.000000
5.838874	0.000000
5.844328	0.000000
5.847053	0.000000
5.849777	0.000000
5.852500	0.000000
5.855222	0.000000
5.857942	0.000000
5.860661	0.000000
5.866095	0.000000
5.868810	0.000000
5.871524	0.000000
5.874237	0.000000
5.879658	0.000000
5.882367	0.000000
5.887781	0.000000
5.890486	0.000000
5.893190	0.000000
5.895893	0.000000
5.898594	0.000000
5.901294	0.000000
5.903993	0.000000
5.909388	0.000000
5.912083	0.000000
5.914777	0.000000
5.917470	0.000000
5.920161	800.000000
5.922852	0.000000
5.925541	0.000000
5.930916	0.000000
5.933601	0.000000
5.936285	0.000000
5.938968	0.000000
5.941650	0.000000
5.944331	0.000000
5.947010	0.000000
5.952366	0.000000
5.955041	0.000000
5.957716	0.000000
5.960389	0.000000
5.965733	0.000000
5.968403	0.000000
5.973739	0.000000
5.976405	0.000000
5.979070	0.000000
5.981734	0.000000
5.984397	0.000000
5.987058	0.000000
5.989718	0.000000
5.995035	0.000000
5.997692	0.000000
6.000348	0.000000
6.003002	0.000000
6.005656	0.000000
6.008308	0.000000
6.010959	0.000000
6.018904	0.000000
6.021551	0.000000
6.024196	0.000000
6.026840	0.000000
6.029482	0.000000
6.032124	0.000000
6.037404	0.000000
6.040042	0.000000
6.042679	0.000000
6.045315	0.000000
6.050583	0.000000
6.053215	0.000000
6.058477	0.000000
6.061106	0.000000
6.063734	0.000000
6.066360	0.000000
6.068986	0.000000
6.071610	0.000000
6.074234	0.000000
6.079477	0.000000
6.082097	0.000000
6.084715	0.000000
6.087333	0.000000
6.089950	0.000000
6.092565	0.000000
6.095179	0.000000
6.100404	0.000000
6.103015	0.000000
6.105625	0.000000
6.108234	0.000000
6.110841	0.000000
6.113448	0.000000
6.116053	0.000000
6.121261	0.000000
6.123863	0.000000
6.126463	0.000000
6.129063	0.000000
6.134260	0.000000
6.136856	0.000000
6.142046	0.000000
6.144639	0.000000
6.147231	0.000000
6.149822	0.000000
6.152412	0.000000
6.155001	0.000000
6.157589	0.000000
6.162761	0.000000
6.165346	0.000000
6.167929	0.000000
6.170511	0.000000
6.173093	0.000000
6.175673	0.000000
6.178252	0.000000
6.183407	571.428571
6.185983	0.000000
6.188558	0.000000
6.191131	0.000000
6.193704	0.000000
6.196276	0.000000
6.198846	0.000000
6.203984	0.000000
6.206551	0.000000
6.209118	0.000000
6.211683	0.000000
6.216810	0.000000
6.219372	0.000000
6.224493	0.000000
6.227052	0.000000
6.229610	0.000000
6.232167	0.000000
6.234722	0.000000
6.237277	0.000000
6.239831	0.000000
6.244935	0.000000
6.247485	0.000000
6.250035	0.000000
6.252583	0.000000
6.255131	0.000000
6.257677	0.000000
6.260222	0.000000
6.265310	0.000000
6.267852	0.000000
6.270393	0.000000
6.272934	0.000000
6.275473	0.000000
6.278011	0.000000
6.280548	0.000000
6.285619	0.000000
6.288153	0.000000
6.290686	0.000000
6.293218	0.000000
6.298279	0.000000
6.300808	0.000000
6.305863	0.000000
6.308388	0.000000
6.310913	0.000000
6.313437	0.000000
6.315960	0.000000
6.318482	0.000000
6.321003	0.000000
6.326041	0.000000
6.328559	0.000000
6.331076	0.000000
6.333592	0.000000
6.336107	0.000000
6.338620	0.000000
6.341133	0.000000
6.348666	0.000000
6.351175	0.000000
6.353683	0.000000
6.356189	0.000000
6.358695	0.000000
6.361200	0.000000
6.366207	0.000000
6.368709	0.000000
6.371210	0.000000
6.373710	0.000000
6.378707	0.000000
6.381204	0.000000
6.386195	0.000000
6.388689	0.000000
6.391182	0.000000
6.393675	0.000000
6.396166	0.000000
6.398656	0.000000
6.401145	0.000000
6.406121	0.000000
6.408607	0.000000
6.411093	0.000000
6.413577	0.000000
6.416061	0.000000
6.418543	0.000000
6.421025	0.000000
6.425985	0.000000
6.428464	0.000000
6.430941	0.000000
6.433418	0.000000
6.435894	0.000000
6.438369	0.000000
6.440843	0.000000
6.445788	0.000000
6.448259	0.000000
6.450729	0.000000
6.453198	0.000000
6.458134	0.000000
6.460600	0.000000
6.465530	0.000000
6.467993	0.000000
6.470456	0.000000
6.472918	0.000000
6.475378	0.000000
6.477838	0.000000
6.480297	0.000000
6.485212	0.000000
6.487668	0.000000
6.490123	0.000000
6.492577	0.000000
6.495031	0.000000
6.497483	0.000000
6.499934	0.000000
6.504834	0.000000
6.507283	0.000000
6.509731	0.000000
6.512178	0.000000
6.514623	0.000000
6.517068	0.000000
6.519512	0.000000
6.524398	0.000000
6.526839	0.000000
6.529280	0.000000
6.531719	0.000000
6.536595	0.000000
6.539032	0.000000
6.543903	0.000000
6.546337	0.000000
6.548770	0.000000
6.551202	0.000000
6.553634	0.000000
6.556064	0.000000
6.558493	0.000000
6.563350	0.000000
6.565777	0.000000
6.568203	0.000000
6.570628	0.000000
6.573052	0.000000
6.575475	0.000000
6.577897	0.000000
6.582739	0.000000
6.585159	0.000000
6.587578	0.000000
6.589996	0.000000
6.592413	0.000000
6.594829	0.000000
6.597244	0.000000
6.602072	0.000000
6.604485	0.000000
6.606896	0.000000
6.609307	0.000000
6.614126	0.000000
6.616534	0.000000
6.621348	0.000000
6.623754	0.000000
6.626158	0.000000
6.628562	0.000000
6.630965	0.000000
6.633367	0.000000
6.635768	0.000000
6.640568	0.000000
6.642967	0.000000
6.645365	0.000000
6.647762	0.000000
6.650158	0.000000
6.652553	0.000000
6.654947	0.000000
6.662125	0.000000
6.664516	0.000000
6.666906	0.000000
6.669295	0.000000
6.671683	0.000000
6.674071	0.000000
6.678843	0.000000
6.681228	0.000000
6.683612	0.000000
6.685995	0.000000
6.690759	0.000000
6.693139	0.000000
6.697898	0.000000
6.700276	0.000000
6.702653	0.000000
6.705030	0.000000
6.707405	0.000000
6.709780	0.000000
6.712154	0.000000
6.716899	0.000000
6.719271	0.000000
6.721641	0.000000
6.724011	0.000000
6.726380	0.000000
6.728748	0.000000
6.731115	0.000000
6.735847	0.000000
6.738211	0.000000
6.740575	0.000000
6.742938	0.000000
6.745301	0.000000
6.747662	0.000000
6.750023	0.000000
6.754741	0.000000
6.757099	0.000000
6.759457	0.000000
6.761813	0.000000
6.766523	0.000000
6.768877	0.000000
6.773583	0.000000
6.775934	0.000000
6.778285	0.000000
6.780635	0.000000
6.782984	0.000000
6.785332	0.000000
6.787680	0.000000
6.792372	0.000000
6.794717	0.000000
6.797062	0.000000
6.799405	0.000000
6.801748	0.000000
6.804089	0.000000
6.806430	0.000000
6.811110	0.000000
6.813449	0.000000
6.815786	0.000000
6.818123	0.000000
6.820459	0.000000
6.822795	0.000000
6.825129	0.000000
6.829796	0.000000
6.832128	0.000000
6.834460	0.000000
6.836790	0.000000
6.841449	0.000000
6.843777	0.000000
6.850757	0.000000
6.853082	0.000000
6.855407	0.000000
6.857730	0.000000
6.860053	0.000000
6.862375	0.000000
6.867016	0.000000
6.869336	0.000000
6.871654	0.000000
6.873972	0.000000
6.876290	0.000000
6.878606	0.000000
6.880922	0.000000
6.885551	0.000000
6.887864	0.000000
6.890176	0.000000
6.892488	0.000000
6.894799	0.000000
6.897109	0.000000
6.899419	0.000000
6.904035	0.000000
6.906342	0.000000
6.908649	0.000000
6.910954	0.000000
6.915563	0.000000
6.917866	0.000000
6.922471	0.000000
6.924772	0.000000
6.927072	0.000000
6.929371	0.000000
6.931670	0.000000
6.933968	0.000000
6.936265	0.000000
6.940857	0.000000
6.943152	0.000000
6.945446	0.000000
6.947739	0.000000
6.950032	0.000000
6.952324	0.000000
6.954615	0.000000
6.961484	0.000000
6.963772	0.000000
6.966059	0.000000
6.968346	0.000000
6.970632	0.000000
6.972917	0.000000
6.977485	0.000000
6.979767	0.000000
6.982049	0.000000
6.984331	0.000000
6.988891	0.000000
6.991170	0.000000
6.995726	0.000000
6.998003	0.000000
7.000279	0.000000
7.002555	0.000000
7.004829	0.000000
7.007103	0.000000
7.009377	0.000000
7.013921	0.000000
7.016192	0.000000
7.018462	0.000000
7.020731	0.000000
7.023000	0.000000
7.025268	0.000000
7.027536	0.000000
7.032068	0.000000
7.034333	0.000000
7.036598	0.000000
7.038861	0.000000
7.041124	0.000000
7.043386	0.000000
7.045648	0.000000
7.050169	0.000000
7.052428	0.000000
7.054687	0.000000
7.056944	0.000000
7.061458	0.000000
7.063714	0.000000
7.068223	0.000000
7.070476	0.000000
7.072729	0.000000
7.074981	0.000000
7.077233	0.000000
7.079483	0.000000
7.081733	0.000000
7.086231	0.000000
7.088479	0.000000
7.090726	0.000000
7.092972	0.000000
7.095218	0.000000
7.097463	0.000000
7.099707	0.000000
7.104194	0.000000
7.106436	0.000000
7.108677	0.000000
7.110918	0.000000
7.113158	0.000000
7.115397	0.000000
7.117636	0.000000
7.122111	0.000000
7.124347	0.000000
7.126583	0.000000
7.128818	0.000000
7.133286	0.000000
7.135519	0.000000
7.139983	1333.333333
7.142214	0.000000
7.144444	0.000000
7.146674	0.000000
7.148903	0.000000
7.151131	0.000000
7.153358	0.000000
7.157811	0.000000
7.160036	0.000000
7.162261	0.000000
7.164485	0.000000
7.166708	0.000000
7.168931	0.000000
7.171153	0.000000
7.175594	0.000000
7.177814	0.000000
7.180033	0.000000
7.182252	0.000000
7.184470	0.000000
7.186687	0.000000
7.188903	0.000000
7.193334	0.000000
7.195548	0.000000
7.197762	0.000000
7.199975	0.000000
7.204399	0.000000
7.206610	0.000000
7.211030	0.000000
7.213239	0.000000
7.215447	0.000000
7.217654	0.000000
7.219861	0.000000
7.222068	0.000000
7.224273	0.000000
7.228682	0.000000
7.230886	0.000000
7.233089	0.000000
7.235291	0.000000
7.237492	0.000000
7.239693	0.000000
7.241893	0.000000
7.248490	0.000000
7.250687	0.000000
7.252884	0.000000
7.255080	0.000000
7.257276	0.000000
7.259471	0.000000
7.263858	0.000000
7.266051	0.000000
7.268243	0.000000
7.270435	0.000000
7.274816	0.000000
7.277006	0.000000
7.281383	0.000000
7.283570	0.000000
7.285757	0.000000
7.287944	0.000000
7.290129	0.000000
7.292314	0.000000
7.294499	0.000000
7.298865	0.000000
7.301048	0.000000
