k	S(k)
7.303229	0.000000
7.305410	0.000000
7.307591	0.000000
7.309770	0.000000
7.311949	0.000000
7.316306	0.000000
7.318483	0.000000
7.320659	0.000000
7.322835	0.000000
7.325010	0.000000
7.327185	0.000000
7.329359	0.000000
7.333705	0.000000
7.335877	0.000000
7.338048	0.000000
7.340219	0.000000
7.344558	0.000000
7.346727	0.000000
7.351063	0.000000
7.353230	0.000000
7.355396	0.000000
7.357561	0.000000
7.359726	0.000000
7.361891	0.000000
7.364054	0.000000
7.368380	0.000000
7.370542	0.000000
7.372703	0.000000
7.374863	0.000000
7.377023	0.000000
7.379182	0.000000
7.381341	0.000000
7.385656	0.000000
7.387813	0.000000
7.389969	0.000000
7.392124	0.000000
7.394279	0.000000
7.396433	0.000000
7.398587	0.000000
7.402892	0.000000
7.405044	0.000000
7.407195	0.000000
7.409345	0.000000
7.413644	0.000000
7.415793	0.000000
7.420088	0.000000
7.422235	0.000000
7.424381	0.000000
7.426527	0.000000
7.428671	0.000000
7.430816	0.000000
7.432959	0.000000
7.437245	0.000000
7.439386	0.000000
7.441527	0.000000
7.443668	0.000000
7.445808	0.000000
7.447947	0.000000
7.450086	0.000000
7.454361	0.000000
7.456498	0.000000
7.458634	0.000000
7.460770	0.000000
7.462905	0.000000
7.465039	0.000000
7.467173	0.000000
7.471439	0.000000
7.473571	0.000000
7.475702	0.000000
7.477833	0.000000
7.482093	0.000000
7.484222	0.000000
7.488478	0.000000
7.490605	0.000000
7.492731	0.000000
7.494857	0.000000
7.496982	0.000000
7.499107	0.000000
7.501231	0.000000
7.505478	0.000000
7.507600	0.000000
7.509722	0.000000
7.511843	0.000000
7.513963	0.000000
7.516083	0.000000
7.518202	0.000000
7.524557	0.000000
7.526674	0.000000
7.528790	0.000000
7.530906	0.000000
7.533021	0.000000
7.535135	0.000000
7.539363	0.000000
7.541475	0.000000
7.543587	0.000000
7.545699	0.000000
7.549920	0.000000
7.552030	0.000000
7.558356	0.000000
7.560464	0.000000
7.562570	0.000000
7.564677	0.000000
7.566782	0.000000
7.568887	0.000000
7.573096	0.000000
7.575199	0.000000
7.577302	0.000000
7.579404	0.000000
7.581506	0.000000
7.583607	0.000000
7.585707	0.000000
7.589906	0.000000
7.592005	0.000000
7.594103	0.000000
7.596201	0.000000
7.598298	0.000000
7.600394	0.000000
7.602490	0.000000
7.606680	0.000000
7.608774	0.000000
7.610867	0.000000
7.612960	0.000000
7.617144	0.000000
7.619235	0.000000
7.623416	0.000000
7.625506	0.000000
7.627594	0.000000
7.629683	0.000000
7.631770	0.000000
7.633858	0.000000
7.635944	0.000000
7.640116	0.000000
7.642201	0.000000
7.644285	0.000000
7.646369	0.000000
7.648452	0.000000
7.650535	0.000000
7.652617	0.000000
7.656779	0.000000
7.658859	0.000000
7.660939	0.000000
7.663018	0.000000
7.665097	0.000000
7.667175	0.000000
7.669253	0.000000
7.673406	0.000000
7.675482	0.000000
7.677557	0.000000
7.679632	0.000000
7.683780	0.000000
7.685853	0.000000
7.689997	0.000000
7.692069	0.000000
7.694140	0.000000
7.696210	0.000000
7.698280	0.000000
7.700349	0.000000
7.702417	0.000000
7.706553	0.000000
7.708620	0.000000
7.710686	0.000000
7.712752	0.000000
7.714817	0.000000
7.716882	0.000000
7.718946	0.000000
7.723073	0.000000
7.725135	0.000000
7.727197	0.000000
7.729259	0.000000
7.731320	0.000000
7.733380	0.000000
7.735440	0.000000
7.739557	0.000000
7.741616	0.000000
7.743673	0.000000
7.745730	0.000000
7.749843	0.000000
7.751898	0.000000
7.756007	0.000000
7.758061	0.000000
7.760114	0.000000
7.762167	0.000000
7.764219	0.000000
7.766270	0.000000
7.768322	0.000000
7.772422	0.000000
7.774471	0.000000
7.776520	0.000000
7.778569	0.000000
7.780616	1333.333333
7.782664	0.000000
7.784710	0.000000
7.790847	0.000000
7.792892	0.000000
7.794936	0.000000
7.796979	0.000000
7.799022	0.000000
7.801065	0.000000
7.805148	0.000000
7.807189	0.000000
7.809229	0.000000
7.811269	0.000000
7.815347	0.000000
7.817385	0.000000
7.821460	0.000000
7.823496	0.000000
7.825532	0.000000
7.827568	0.000000
7.829603	0.000000
7.831637	0.000000
7.833671	0.000000
7.837738	0.000000
7.839770	0.000000
7.841802	0.000000
7.843833	0.000000
7.845864	0.000000
7.847894	0.000000
7.849924	0.000000
7.853982	0.000000
7.856010	0.000000
7.858037	0.000000
7.860064	0.000000
7.862091	0.000000
7.864117	0.000000
7.866143	0.000000
7.870192	0.000000
7.872216	0.000000
7.874240	0.000000
7.876262	0.000000
7.880307	0.000000
7.882328	0.000000
7.886369	0.000000
7.888389	0.000000
7.890408	0.000000
7.892427	0.000000
7.894445	0.000000
7.896463	0.000000
7.898480	0.000000
7.902513	0.000000
7.904529	0.000000
7.906544	0.000000
7.908559	0.000000
7.910573	0.000000
7.912587	0.000000
7.914600	0.000000
7.918625	0.000000
7.920636	0.000000
7.922647	0.000000
7.924658	0.000000
7.926668	0.000000
7.928677	0.000000
7.930686	0.000000
7.934703	0.000000
7.936711	0.000000
7.938718	0.000000
7.940724	0.000000
7.944735	0.000000
7.946740	0.000000
7.952752	0.000000
7.954755	0.000000
7.956758	0.000000
7.958760	0.000000
7.960761	0.000000
7.962762	0.000000
7.966763	0.000000
7.968762	0.000000
7.970761	0.000000
7.972759	0.000000
7.974757	0.000000
7.976755	0.000000
7.978752	0.000000
7.982744	1333.333333
7.984739	0.000000
7.986734	0.000000
7.988729	0.000000
7.990723	0.000000
7.992716	0.000000
7.994709	0.000000
7.998694	0.000000
8.000685	0.000000
8.002676	0.000000
8.004666	0.000000
8.008646	0.000000
8.010635	0.000000
8.014611	0.000000
8.016599	0.000000
8.018586	0.000000
8.020572	0.000000
8.022558	0.000000
8.024544	0.000000
8.026529	0.000000
8.030498	0.000000
8.032481	0.000000
8.034464	0.000000
8.036447	0.000000
8.038429	0.000000
8.040411	0.000000
8.042392	0.000000
8.048332	0.000000
8.050311	0.000000
8.052290	0.000000
8.054268	0.000000
8.056246	0.000000
8.058223	0.000000
8.062176	0.000000
8.064152	0.000000
8.066127	0.000000
8.068102	0.000000
8.072050	0.000000
8.074024	0.000000
8.077969	0.000000
8.079941	0.000000
8.081912	0.000000
8.083883	0.000000
8.085854	0.000000
8.087824	0.000000
8.089793	0.000000
8.093731	0.000000
8.095699	0.000000
8.097667	0.000000
8.099634	0.000000
8.101600	0.000000
8.103567	0.000000
8.105532	0.000000
8.109462	0.000000
8.111426	0.000000
8.113390	0.000000
8.115354	0.000000
8.117316	0.000000
8.119279	0.000000
8.121241	0.000000
8.125163	0.000000
8.127123	0.000000
8.129083	0.000000
8.131043	0.000000
8.134961	0.000000
8.136919	0.000000
8.140833	0.000000
8.142790	0.000000
8.144746	0.000000
8.146702	0.000000
8.148657	0.000000
8.150612	0.000000
8.152567	0.000000
8.156474	0.000000
8.158427	0.000000
8.160379	0.000000
8.162331	0.000000
8.164283	0.000000
8.166234	0.000000
8.168185	0.000000
8.172084	0.000000
8.174034	0.000000
8.175982	0.000000
8.177931	0.000000
8.179878	0.000000
8.181826	0.000000
8.183773	0.000000
8.187665	0.000000
8.189611	0.000000
8.191556	0.000000
8.193500	0.000000
8.197388	0.000000
8.199331	0.000000
8.203216	0.000000
8.205158	0.000000
8.207099	0.000000
8.209040	0.000000
8.210981	0.000000
8.212921	0.000000
8.214860	0.000000
8.218738	0.000000
8.220676	0.000000
8.222614	0.000000
8.224551	0.000000
8.226488	0.000000
8.228424	0.000000
8.230360	0.000000
8.234230	0.000000
8.236165	0.000000
8.238099	0.000000
8.240033	0.000000
8.241966	0.000000
8.243898	0.000000
8.245831	0.000000
8.249694	0.000000
8.251625	0.000000
8.253555	0.000000
8.255485	0.000000
8.259344	0.000000
8.261272	0.000000
8.265128	0.000000
8.267055	0.000000
8.268982	0.000000
8.270909	0.000000
8.272835	0.000000
8.274760	0.000000
8.276685	0.000000
8.280534	0.000000
8.282458	0.000000
8.284381	0.000000
8.286304	0.000000
8.288226	0.000000
8.290148	0.000000
8.292069	0.000000
8.297831	0.000000
8.299751	0.000000
8.301670	0.000000
8.303589	0.000000
8.305507	0.000000
8.307425	0.000000
8.311260	0.000000
8.313176	0.000000
8.315092	0.000000
8.317008	0.000000
8.320838	0.000000
8.322752	0.000000
8.326580	0.000000
8.328493	0.000000
8.330406	0.000000
8.332318	0.000000
8.334229	0.000000
8.336141	0.000000
8.338052	0.000000
8.341872	0.000000
8.343782	0.000000
8.345691	0.000000
8.347599	0.000000
8.351415	0.000000
8.353323	0.000000
8.357136	0.000000
8.359042	0.000000
8.360948	0.000000
8.362853	0.000000
8.364758	0.000000
8.366662	0.000000
8.368566	0.000000
8.372373	0.000000
8.374275	0.000000
8.376177	0.000000
8.378079	0.000000
8.381881	0.000000
8.383782	0.000000
8.387581	0.000000
8.389480	0.000000
8.391379	0.000000
8.393277	0.000000
8.395175	0.000000
8.397073	0.000000
8.398970	0.000000
8.402762	0.000000
8.404658	0.000000
8.406553	0.000000
8.408448	0.000000
8.410343	0.000000
8.412237	0.000000
8.414130	0.000000
8.417916	0.000000
8.419808	0.000000
8.421700	0.000000
8.423592	0.000000
8.425483	0.000000
8.427373	0.000000
8.429264	0.000000
8.433043	0.000000
8.434932	0.000000
8.436820	0.000000
8.438708	0.000000
8.442483	0.000000
8.444370	0.000000
8.448142	0.000000
8.450028	0.000000
8.451913	0.000000
8.453798	0.000000
8.455682	0.000000
8.457566	0.000000
8.459449	0.000000
8.463215	0.000000
8.465097	0.000000
8.466979	0.000000
8.468860	0.000000
8.470741	0.000000
8.472621	0.000000
8.474501	0.000000
8.478260	0.000000
8.480139	0.000000
8.482018	0.000000
8.483896	0.000000
8.485773	0.000000
8.487650	0.000000
8.489527	0.000000
8.493279	0.000000
8.495155	0.000000
8.497030	0.000000
8.498905	0.000000
8.502653	0.000000
8.504526	0.000000
8.508272	0.000000
8.510144	0.000000
8.512016	0.000000
8.513887	0.000000
8.515758	0.000000
8.517629	0.000000
8.519499	0.000000
8.523238	0.000000
8.525107	0.000000
8.526976	0.000000
8.528844	0.000000
8.530711	0.000000
8.532579	0.000000
8.534446	0.000000
8.540044	0.000000
8.541909	0.000000
8.543774	0.000000
8.545638	0.000000
8.547502	0.000000
8.549366	0.000000
8.553092	0.000000
8.554954	0.000000
8.556816	0.000000
8.558678	0.000000
8.562400	0.000000
8.564260	0.000000
8.567980	0.000000
8.569839	0.000000
8.571698	0.000000
8.573556	0.000000
8.575414	0.000000
8.577272	0.000000
8.579129	0.000000
8.582842	0.000000
8.584698	0.000000
8.586554	0.000000
8.588409	0.000000
8.590263	0.000000
8.592118	0.000000
8.593972	0.000000
8.597678	0.000000
8.599531	0.000000
8.601384	0.000000
8.603235	0.000000
8.605087	0.000000
8.606938	0.000000
8.608789	0.000000
8.612489	0.000000
8.614339	0.000000
8.616188	0.000000
8.618037	0.000000
8.621733	0.000000
8.623581	0.000000
8.627275	0.000000
8.629121	0.000000
8.630967	0.000000
8.632813	0.000000
8.634658	0.000000
8.636503	0.000000
8.638347	0.000000
8.642035	0.000000
8.643878	0.000000
8.645721	0.000000
8.647563	0.000000
8.649405	0.000000
8.651247	0.000000
8.653088	0.000000
8.656770	0.000000
8.658610	0.000000
8.660450	0.000000
8.662289	0.000000
8.664128	0.000000
8.665966	0.000000
8.667804	0.000000
8.671480	0.000000
8.673317	0.000000
8.675153	0.000000
8.676989	0.000000
8.680661	0.000000
8.682496	0.000000
8.687998	0.000000
8.689832	0.000000
8.691665	0.000000
8.693498	0.000000
8.695330	0.000000
8.697162	0.000000
8.700825	0.000000
8.702656	0.000000
8.704486	0.000000
8.706316	0.000000
8.708146	0.000000
8.709975	0.000000
8.711804	0.000000
8.715460	0.000000
8.717288	0.000000
8.719115	0.000000
8.720942	0.000000
8.722769	0.000000
8.724595	0.000000
8.726421	0.000000
8.730071	0.000000
8.731896	0.000000
8.733720	0.000000
8.735544	0.000000
8.739191	0.000000
8.741014	0.000000
8.744658	1333.333333
8.746480	0.000000
8.748301	0.000000
8.750122	0.000000
8.751942	0.000000
8.753762	0.000000
8.755582	0.000000
8.759220	0.000000
8.761039	0.000000
8.762857	0.000000
8.764675	0.000000
8.766492	0.000000
8.768309	0.000000
8.770126	0.000000
8.775574	0.000000
8.777389	0.000000
8.779204	0.000000
8.781018	0.000000
8.782832	0.000000
8.784646	0.000000
8.788272	0.000000
8.790085	0.000000
8.791897	0.000000
8.793709	0.000000
8.797332	0.000000
8.799142	0.000000
8.802763	0.000000
8.804572	0.000000
8.806381	0.000000
8.808190	0.000000
8.809999	0.000000
8.811807	0.000000
8.813615	0.000000
8.819036	0.000000
8.820842	0.000000
8.822648	0.000000
8.824453	0.000000
8.826258	0.000000
8.828063	0.000000
8.831672	0.000000
8.833475	0.000000
8.835279	0.000000
8.837082	0.000000
8.838884	0.000000
8.840686	0.000000
8.842488	0.000000
8.846091	0.000000
8.847891	0.000000
8.849692	0.000000
8.851492	0.000000
8.855091	0.000000
8.856890	0.000000
8.860486	0.000000
8.862284	0.000000
8.864082	0.000000
8.865879	0.000000
8.867675	0.000000
8.869472	0.000000
8.871268	0.000000
8.874859	0.000000
8.876653	0.000000
8.878448	0.000000
8.880242	0.000000
8.882036	0.000000
8.883829	0.000000
8.885622	0.000000
8.889208	0.000000
8.891000	0.000000
8.892791	0.000000
8.894582	0.000000
8.896373	0.000000
8.898164	0.000000
8.899954	0.000000
8.903533	0.000000
8.905323	0.000000
8.907111	0.000000
8.908900	0.000000
8.912475	0.000000
8.914263	0.000000
8.919623	0.000000
8.921408	0.000000
8.923194	0.000000
8.924979	0.000000
8.926764	0.000000
8.928548	0.000000
8.932116	0.000000
8.933900	0.000000
8.935683	0.000000
8.937465	0.000000
8.939248	0.000000
8.941030	0.000000
8.942811	0.000000
8.948154	0.000000
8.949934	0.000000
8.953494	0.000000
8.955273	0.000000
8.957051	0.000000
8.960608	0.000000
8.962386	0.000000
8.964163	0.000000
8.965940	0.000000
8.969493	0.000000
8.971269	0.000000
8.974820	0.000000
8.976595	0.000000
8.978369	0.000000
8.980144	0.000000
8.981917	0.000000
8.983691	0.000000
8.985464	0.000000
8.989009	0.000000
8.990781	0.000000
8.992553	0.000000
8.994325	0.000000
8.996096	0.000000
8.997866	0.000000
8.999637	0.000000
9.004946	0.000000
9.006715	0.000000
9.008483	0.000000
9.010252	0.000000
9.012019	0.000000
9.013787	0.000000
9.017321	0.000000
9.019088	0.000000
9.020854	0.000000
9.022620	0.000000
9.026150	0.000000
9.027915	0.000000
9.033208	0.000000
9.034971	0.000000
9.036734	0.000000
9.038497	0.000000
9.040259	0.000000
9.042021	0.000000
9.045545	0.000000
9.047306	0.000000
9.049066	0.000000
9.050827	0.000000
9.054346	0.000000
9.056106	0.000000
9.059623	0.000000
9.061381	0.000000
9.063139	0.000000
9.064897	0.000000
9.066654	0.000000
9.068411	0.000000
9.070168	0.000000
9.073680	0.000000
9.075436	0.000000
9.077191	0.000000
9.078946	0.000000
9.082454	0.000000
9.084208	0.000000
9.087715	0.000000
9.089468	0.000000
9.091220	0.000000
9.092973	0.000000
9.094725	0.000000
9.096476	0.000000
9.098227	0.000000
9.101729	0.000000
9.103479	0.000000
9.105229	0.000000
9.106978	0.000000
9.108727	0.000000
9.112224	0.000000
9.115720	0.000000
9.117468	0.000000
9.119215	0.000000
9.120962	0.000000
9.122708	0.000000
9.124454	0.000000
9.126200	0.000000
9.129691	0.000000
9.131436	0.000000
9.133180	0.000000
9.134924	0.000000
9.138412	0.000000
9.140155	0.000000
9.143640	0.000000
9.145382	0.000000
9.147124	0.000000
9.148865	0.000000
9.150607	0.000000
9.152347	0.000000
9.154088	0.000000
9.157568	0.000000
9.159307	0.000000
9.161047	0.000000
9.162785	0.000000
9.164524	0.000000
9.166262	0.000000
9.168000	0.000000
9.171475	0.000000
9.173211	0.000000
9.174948	0.000000
9.176684	0.000000
9.178420	0.000000
9.180156	0.000000
9.181891	0.000000
9.185360	0.000000
9.187095	0.000000
9.188828	0.000000
9.190562	0.000000
9.194028	0.000000
9.195761	0.000000
9.199225	0.000000
9.200957	0.000000
9.202688	0.000000
9.204419	0.000000
9.206150	0.000000
9.207880	0.000000
9.209610	0.000000
9.213069	0.000000
9.214798	0.000000
9.216527	0.000000
9.219983	0.000000
9.221711	0.000000
9.223438	0.000000
9.228618	0.000000
9.230344	0.000000
9.232070	0.000000
9.233796	0.000000
9.235521	0.000000
9.237246	0.000000
9.240694	0.000000
9.242418	0.000000
9.244142	0.000000
9.245865	0.000000
9.249310	0.000000
9.251033	0.000000
9.254476	0.000000
9.256197	0.000000
9.257918	0.000000
9.259639	0.000000
9.261359	0.000000
9.263079	0.000000
9.264799	0.000000
9.268237	0.000000
9.269956	0.000000
9.271675	0.000000
9.275110	571.428571
9.276828	0.000000
9.278545	0.000000
9.283694	0.000000
9.285410	0.000000
9.287126	0.000000
9.288841	0.000000
9.290556	0.000000
9.292271	0.000000
9.295699	0.000000
9.297413	0.000000
9.299126	0.000000
9.300839	0.000000
9.304264	0.000000
9.305976	0.000000
9.309399	0.000000
9.311110	0.000000
9.312821	0.000000
9.314532	0.000000
9.316242	0.000000
9.317952	0.000000
9.319661	0.000000
9.324788	0.000000
9.326496	0.000000
9.328204	0.000000
9.329912	0.000000
9.331619	0.000000
9.333327	0.000000
9.336740	0.000000
9.340152	0.000000
9.341857	0.000000
9.343562	0.000000
9.345267	0.000000
9.346972	0.000000
9.350380	0.000000
9.352084	0.000000
9.353787	0.000000
9.355490	0.000000
9.358895	0.000000
9.360597	0.000000
9.364000	0.000000
9.365701	0.000000
9.367402	0.000000
9.369103	0.000000
9.370803	0.000000
9.372503	0.000000
9.374203	0.000000
9.377601	0.000000
9.379300	0.000000
9.380998	0.000000
9.382696	0.000000
9.386091	0.000000
9.387788	0.000000
9.391182	0.000000
9.392878	0.000000
9.394574	0.000000
9.396270	0.000000
9.397965	0.000000
9.399660	0.000000
9.401355	0.000000
9.404743	0.000000
9.406437	0.000000
9.408130	0.000000
9.409824	0.000000
9.413209	0.000000
9.414901	0.000000
9.418285	0.000000
9.419976	0.000000
9.421667	0.000000
9.423358	0.000000
9.425048	0.000000
9.426739	0.000000
9.428428	0.000000
9.431807	0.000000
9.433496	0.000000
9.436873	0.000000
9.438561	0.000000
9.441936	0.000000
9.446997	0.000000
9.448683	0.000000
9.450369	0.000000
9.452054	0.000000
9.453740	0.000000
9.455425	0.000000
9.460478	0.000000
9.462162	0.000000
9.463845	0.000000
9.467211	0.000000
9.468894	0.000000
9.473940	0.000000
9.475621	0.000000
9.477302	0.000000
9.478983	0.000000
9.480664	0.000000
9.482344	0.000000
9.485704	0.000000
9.487383	0.000000
9.489062	0.000000
9.490741	0.000000
9.492419	0.000000
9.494097	0.000000
9.495775	0.000000
9.499130	0.000000
9.500807	0.000000
9.502484	0.000000
9.504160	0.000000
9.507512	0.000000
9.509187	0.000000
9.512537	0.000000
9.514212	0.000000
9.515886	0.000000
9.517560	0.000000
9.520907	0.000000
9.522581	0.000000
9.525926	0.000000
9.527598	0.000000
9.529270	0.000000
9.532613	0.000000
9.534284	0.000000
9.535955	0.000000
9.539296	0.000000
9.540965	0.000000
9.542635	0.000000
9.544304	0.000000
9.547642	0.000000
9.549311	0.000000
9.552647	0.000000
9.554314	0.000000
9.555981	0.000000
9.557648	0.000000
9.559315	0.000000
9.560982	0.000000
9.562648	0.000000
9.565979	0.000000
9.567644	0.000000
9.569309	0.000000
9.570974	0.000000
9.574302	0.000000
9.579293	0.000000
9.580956	0.000000
9.582618	0.000000
9.584281	0.000000
9.585943	0.000000
9.587605	0.000000
9.589266	0.000000
9.592588	0.000000
9.594249	0.000000
9.595909	0.000000
9.597569	0.000000
9.599229	0.000000
9.600888	0.000000
9.602548	0.000000
9.605865	0.000000
9.607523	0.000000
9.609181	0.000000
9.610839	0.000000
9.612497	0.000000
9.614154	0.000000
9.615811	0.000000
9.619124	0.000000
9.620780	0.000000
9.622436	0.000000
9.624091	0.000000
9.627401	0.000000
9.629056	0.000000
9.632364	0.000000
9.634018	0.000000
9.635671	0.000000
9.637325	0.000000
9.638977	0.000000
9.640630	0.000000
9.642282	0.000000
9.645586	0.000000
9.647238	0.000000
9.648889	0.000000
9.650540	0.000000
9.652191	0.000000
9.653841	0.000000
9.655491	0.000000
9.662089	0.000000
9.665386	0.000000
9.667034	0.000000
9.668682	0.000000
9.671976	0.000000
9.673623	0.000000
9.675270	0.000000
9.676917	0.000000
9.680209	0.000000
9.681854	0.000000
9.686789	0.000000
9.688434	0.000000
9.691722	0.000000
9.695009	0.000000
9.698295	0.000000
9.699937	0.000000
9.701580	0.000000
9.703222	0.000000
9.704863	0.000000
9.706505	0.000000
9.708146	0.000000
9.711427	0.000000
9.713068	0.000000
9.714708	0.000000
9.716347	0.000000
9.717987	0.000000
9.719626	0.000000
9.721265	0.000000
9.726180	0.000000
9.727818	0.000000
9.729455	0.000000
9.732730	0.000000
9.734366	0.000000
9.739275	0.000000
9.740910	0.000000
9.742546	0.000000
9.744181	0.000000
9.745816	0.000000
9.747450	0.000000
9.750718	0.000000
9.752352	0.000000
9.753986	0.000000
9.755619	0.000000
9.757252	0.000000
9.758884	0.000000
9.760516	0.000000
9.763780	0.000000
9.765412	0.000000
9.767043	0.000000
9.770305	0.000000
9.771935	0.000000
9.773565	0.000000
9.776825	0.000000
9.778454	0.000000
9.780083	0.000000
9.784969	0.000000
9.786597	0.000000
9.791479	0.000000
9.793106	0.000000
9.794733	0.000000
9.796359	0.000000
9.797985	0.000000
9.799611	0.000000
9.804487	0.000000
9.806111	0.000000
9.807736	0.000000
9.809360	0.000000
9.810984	0.000000
9.815854	0.000000
9.817477	0.000000
9.819100	0.000000
9.820722	0.000000
9.822344	0.000000
9.823966	0.000000
9.825587	0.000000
9.828830	0.000000
9.830450	0.000000
9.832071	0.000000
9.833691	0.000000
9.836930	0.000000
9.838550	0.000000
9.841788	0.000000
9.843406	0.000000
9.845025	0.000000
9.846643	0.000000
9.848261	0.000000
9.849878	0.000000
9.851495	0.000000
9.854729	0.000000
9.856345	0.000000
9.857962	0.000000
9.859578	0.000000
9.862809	0.000000
9.864424	0.000000
9.869268	0.000000
9.870882	0.000000
9.872495	0.000000
9.874109	0.000000
9.875722	0.000000
9.877335	0.000000
9.880561	0.000000
9.882173	0.000000
9.883785	0.000000
9.885396	0.000000
9.888619	0.000000
9.890230	0.000000
9.893451	0.000000
9.895061	0.000000
9.896671	0.000000
9.898281	0.000000
9.899890	0.000000
9.901499	0.000000
9.903108	0.000000
9.906325	0.000000
9.907933	0.000000
9.911148	0.000000
9.912755	0.000000
9.915969	0.000000
9.920788	0.000000
9.922393	0.000000
9.923999	0.000000
9.925604	0.000000
9.927209	0.000000
9.928814	0.000000
9.932022	0.000000
9.933626	0.000000
9.935230	0.000000
9.936833	0.000000
9.940039	0.000000
9.941642	0.000000
9.944846	0.000000
9.948049	0.000000
9.949651	0.000000
9.951252	0.000000
9.952852	0.000000
9.954453	0.000000
9.959253	0.000000
9.960852	0.000000
9.962452	0.000000
9.965649	0.000000
9.967248	0.000000
9.972042	0.000000
9.973639	0.000000
9.975236	0.000000
9.978430	0.000000
9.980026	0.000000
9.983219	0.000000
9.984814	0.000000
9.986410	0.000000
9.992789	0.000000
9.997570	0.000000
9.999164	0.000000
10.000757	0.000000
10.002350	0.000000
10.003942	0.000000
10.005535	0.000000
10.008718	0.000000
10.010310	0.000000
10.011901	0.000000
10.013492	0.000000
10.016674	0.000000
10.018264	0.000000
10.021444	0.000000
10.023034	0.000000
10.026212	0.000000
10.027801	0.000000
10.029389	0.000000
10.030978	0.000000
10.035741	0.000000
10.038916	0.000000
10.042089	0.000000
10.046847	0.000000
10.048433	0.000000
10.050018	0.000000
10.051603	0.000000
10.054772	0.000000
10.056357	0.000000
10.059524	0.000000
10.061108	0.000000
10.062691	0.000000
10.064274	0.000000
10.067440	0.000000
10.073767	0.000000
10.075349	0.000000
10.076930	0.000000
10.078511	0.000000
10.080091	0.000000
10.081672	0.000000
10.087990	0.000000
10.092727	0.000000
10.094305	0.000000
10.097461	1333.333333
10.099039	0.000000
10.100616	0.000000
10.102193	0.000000
10.103770	0.000000
10.105347	0.000000
10.106923	0.000000
10.111651	0.000000
10.113226	0.000000
10.114801	0.000000
10.116376	0.000000
10.117951	0.000000
10.119525	0.000000
10.122673	0.000000
10.124247	0.000000
10.125821	0.000000
10.127394	0.000000
10.128967	0.000000
10.130539	0.000000
10.132112	0.000000
10.135256	0.000000
10.136828	0.000000
10.138399	0.000000
10.143112	0.000000
10.144683	0.000000
10.150962	0.000000
10.152532	0.000000
10.154101	0.000000
10.155669	0.000000
10.157238	0.000000
10.160374	0.000000
10.161942	0.000000
10.163510	0.000000
10.166644	0.000000
10.168211	0.000000
10.169778	0.000000
10.174476	0.000000
10.176042	0.000000
10.177607	0.000000
10.179172	0.000000
10.180737	0.000000
10.182302	0.000000
10.186995	0.000000
10.188559	0.000000
10.194811	0.000000
10.197936	0.000000
10.199498	0.000000
10.201060	0.000000
10.202621	0.000000
10.204183	0.000000
10.205744	0.000000
10.207305	0.000000
10.211986	0.000000
10.213546	0.000000
10.215106	0.000000
10.216665	0.000000
10.224459	0.000000
10.226017	0.000000
10.229132	0.000000
10.230689	0.000000
10.232246	0.000000
10.235360	0.000000
10.236916	0.000000
10.238472	0.000000
10.240028	0.000000
10.243139	0.000000
10.244694	0.000000
10.247804	0.000000
10.249358	0.000000
10.250913	0.000000
10.252467	0.000000
10.254020	0.000000
10.255574	0.000000
10.257127	0.000000
10.261786	0.000000
10.267994	0.000000
10.275748	0.000000
10.278849	0.000000
10.280398	0.000000
10.286595	0.000000
10.288144	0.000000
10.289692	0.000000
10.294336	0.000000
10.298977	0.000000
10.300524	0.000000
10.302071	0.000000
10.303617	0.000000
10.305163	0.000000
10.306709	0.000000
10.309800	0.000000
10.311345	0.000000
10.312890	0.000000
10.314434	0.000000
10.317523	0.000000
10.319067	0.000000
10.322154	0.000000
10.323697	0.000000
10.325240	0.000000
10.331410	0.000000
10.334494	0.000000
10.336035	0.000000
10.337576	0.000000
10.343739	0.000000
10.349898	0.000000
10.351437	0.000000
10.354514	0.000000
10.356053	0.000000
10.359129	0.000000
10.360667	0.000000
10.363742	0.000000
10.365279	0.000000
10.368352	0.000000
10.371425	0.000000
10.372961	0.000000
10.374496	0.000000
10.377567	0.000000
10.379102	0.000000
10.380637	0.000000
10.383706	0.000000
10.386774	0.000000
10.391374	0.000000
10.397505	0.000000
10.399037	0.000000
10.402101	0.000000
10.405163	0.000000
10.408225	0.000000
10.409755	0.000000
10.411286	0.000000
10.412816	0.000000
10.415875	0.000000
10.417404	0.000000
10.420463	0.000000
10.421991	0.000000
10.423520	0.000000
10.425048	0.000000
10.428104	0.000000
10.429631	0.000000
10.432686	0.000000
10.434213	0.000000
10.435740	0.000000
10.437266	0.000000
10.440318	0.000000
10.441844	0.000000
10.446420	0.000000
10.452519	0.000000
10.457090	0.000000
10.458613	0.000000
10.461659	0.000000
10.466227	0.000000
10.470792	0.000000
10.472314	0.000000
10.473835	0.000000
10.475356	0.000000
10.476876	0.000000
10.482957	0.000000
10.484477	0.000000
10.485996	0.000000
10.489034	0.000000
10.493590	0.000000
10.501178	0.000000
10.505728	0.000000
10.507244	0.000000
10.508760	0.000000
10.510276	0.000000
10.511792	0.000000
10.513307	0.000000
10.514822	0.000000
10.517852	0.000000
10.519367	0.000000
10.520881	0.000000
10.522395	0.000000
10.523909	0.000000
10.532988	0.000000
10.534500	0.000000
10.537524	0.000000
10.539036	0.000000
10.543570	0.000000
10.548102	0.000000
10.549612	0.000000
10.551122	0.000000
10.557160	0.000000
10.560178	0.000000
10.561686	0.000000
