bin                 q                   Fx                  Icoh               
252                 12.625000           -1.000000           0.303318            62.390801          
253                 12.675000           -1.000000           0.921434            91.465669          
254                 12.725000           -1.000000           1.272013            107.553147         
255                 12.775000           -1.000000           1.451304            115.399898         
256                 12.825000           -1.000000           1.537377            118.796967         
257                 12.875000           -1.000000           1.496867            116.263577         
258                 12.925000           -1.000000           1.210084            102.352949         
259                 12.975000           -1.000000           0.602461            73.813765          
260                 13.025000           -1.000000           -0.219038           35.781040          
261                 13.075000           -1.000000           -0.945274           2.494063           
262                 13.125000           -1.000000           -1.208435           -9.448891          
263                 13.175000           -1.000000           -0.817978           8.208215           
264                 13.225000           -1.000000           0.066982            47.864116          
265                 13.275000           -1.000000           0.967049            87.782566          
266                 13.325000           -1.000000           1.331919            103.528367         
267                 13.375000           -1.000000           0.878356            82.963773          
268                 13.425000           -1.000000           -0.193373           35.445385          
269                 13.475000           -1.000000           -1.260918           -11.407184         
270                 13.525000           -1.000000           -1.612349           -26.636192         
271                 13.575000           -1.000000           -0.868971           5.670870           
272                 13.625000           -1.000000           0.754253            75.543079          
273                 13.675000           -1.000000           2.520134            150.831301         
274                 13.725000           -1.000000           3.548253            193.917174         
275                 13.775000           -1.000000           3.290632            182.029431         
276                 13.825000           -1.000000           1.830552            119.494837         
277                 13.875000           -1.000000           -0.166805           35.001856          
278                 13.925000           -1.000000           -1.818315           -34.208938         
279                 13.975000           -1.000000           -2.486501           -61.839702         
280                 14.025000           -1.000000           -2.079622           -44.695585         
281                 14.075000           -1.000000           -1.034573           -1.424369          
282                 14.125000           -1.000000           -0.021901           40.103251          
283                 14.175000           -1.000000           0.433267            58.483910          
284                 14.225000           -1.000000           0.195078            48.531602          
285                 14.275000           -1.000000           -0.486852           20.739411          
286                 14.325000           -1.000000           -1.181796           -7.312545          
287                 14.375000           -1.000000           -1.528747           -21.167561         
288                 14.425000           -1.000000           -1.385000           -15.340026         
289                 14.475000           -1.000000           -0.820666           7.111756           
290                 14.525000           -1.000000           -0.016570           38.816013          
291                 14.575000           -1.000000           0.832780            72.000561          
292                 14.625000           -1.000000           1.550610            99.731509          
293                 14.675000           -1.000000           1.963905            115.350565         
294                 14.725000           -1.000000           1.911929            112.799560         
295                 14.775000           -1.000000           1.318872            89.408440          
296                 14.825000           -1.000000           0.295146            49.704926          
297                 14.875000           -1.000000           -0.827099           6.604802           
298                 14.925000           -1.000000           -1.599888           -22.809660         
299                 14.975000           -1.000000           -1.686277           -25.973843         
300                 15.025000           -1.000000           -1.080662           -3.038780          
301                 15.075000           -1.000000           -0.163549           31.366235          
302                 15.125000           -1.000000           0.483924            55.389845          
303                 15.175000           -1.000000           0.423646            52.895512          
304                 15.225000           -1.000000           -0.344231           24.253156          
305                 15.275000           -1.000000           -1.338190           -12.450320         
306                 15.325000           -1.000000           -1.862993           -31.625063         
307                 15.375000           -1.000000           -1.444121           -16.200598         
308                 15.425000           -1.000000           -0.159234           30.528933          
309                 15.475000           -1.000000           1.358862            85.260355          
310                 15.525000           -1.000000           2.274660            117.820221         
311                 15.575000           -1.000000           2.053923            109.375874         
312                 15.625000           -1.000000           0.804580            64.335422          
313                 15.675000           -1.000000           -0.770148           8.157067           
314                 15.725000           -1.000000           -1.790032           -27.908801         
315                 15.775000           -1.000000           -1.731482           -25.722426         
316                 15.825000           -1.000000           -0.739862           9.105907           
317                 15.875000           -1.000000           0.480092            51.572765          
