bin                 q                   two_theta           Fx                  Icoh               
505                 5.055000            76.592563           2.273726            153.093219         
506                 5.065000            76.771679           1.661279            124.463742         
507                 5.075000            76.951016           1.065694            96.765243          
508                 5.085000            77.130577           0.503501            70.747920          
509                 5.095000            77.310362           -0.011603           47.024218          
510                 5.105000            77.490373           -0.469196           26.050657          
511                 5.115000            77.670612           -0.862371           8.118925           
512                 5.125000            77.851079           -1.187777           -6.643657          
513                 5.135000            78.031776           -1.445458           -18.264719         
514                 5.145000            78.212704           -1.638514           -26.909389         
515                 5.155000            78.393864           -1.772602           -32.856114         
516                 5.165000            78.575258           -1.855323           -36.467452         
517                 5.175000            78.756888           -1.895520           -38.157748         
518                 5.185000            78.938754           -1.902550           -38.359724         
519                 5.195000            79.120858           -1.885556           -37.492054         
520                 5.205000            79.303202           -1.852802           -35.929852         
521                 5.215000            79.485786           -1.811093           -33.979803         
522                 5.225000            79.668613           -1.765332           -31.861342         
523                 5.235000            79.851683           -1.718227           -29.694901         
524                 5.245000            80.034998           -1.670161           -27.497800         
525                 5.255000            80.218560           -1.619251           -25.187874         
526                 5.265000            80.402370           -1.561566           -22.594495         
527                 5.275000            80.586429           -1.491503           -19.476146         
528                 5.285000            80.770739           -1.402297           -15.543380         
529                 5.295000            80.955302           -1.286622           -10.485620         
530                 5.305000            81.140119           -1.137256           -4.000080          
531                 5.315000            81.325192           -0.947757           4.179069           
532                 5.325000            81.510521           -0.713122           14.253168          
533                 5.335000            81.696109           -0.430363           26.334940          
534                 5.345000            81.881958           -0.098986           40.429354          
535                 5.355000            82.068068           0.278674            56.420755          
536                 5.365000            82.254442           0.697282            74.067204          
537                 5.375000            82.441081           1.148513            93.002513          
538                 5.385000            82.627987           1.621242            112.746032         
539                 5.395000            82.815160           2.101916            132.719816         
540                 5.405000            83.002604           2.575088            152.272309         
541                 5.415000            83.190320           3.024084            170.707379         
542                 5.425000            83.378309           3.431773            187.317143         
543                 5.435000            83.566573           3.781398            201.416854         
544                 5.445000            83.755114           4.057429            212.379942         
545                 5.455000            83.943933           4.246379            219.671297         
546                 5.465000            84.133033           4.337549            222.876954         
547                 5.475000            84.322414           4.323661            221.728501         
548                 5.485000            84.512080           4.201333            216.120842         
549                 5.495000            84.702031           3.971375            206.122239         
550                 5.505000            84.892269           3.638886            191.976016         
551                 5.515000            85.082797           3.213144            174.093699         
552                 5.525000            85.273616           2.707284            153.039868         
