q            ff_group_dir ff_group_fit C            O            H            
8.9500       11.5957      11.6139      1.4119       1.6933       0.0228       
9.0500       11.5206      11.5418      1.4036       1.6800       0.0220       
9.1500       11.4462      11.4701      1.3953       1.6671       0.0212       
9.2500       11.3726      11.3989      1.3870       1.6546       0.0204       
9.3500       11.2995      11.3280      1.3787       1.6426       0.0197       
9.4500       11.2269      11.2575      1.3705       1.6310       0.0190       
9.5500       11.1549      11.1872      1.3623       1.6197       0.0183       
9.6500       11.0834      11.1171      1.3541       1.6087       0.0177       
9.7500       11.0123      11.0472      1.3459       1.5981       0.0170       
9.8500       10.9416      10.9775      1.3377       1.5878       0.0165       
9.9500       10.8712      10.9079      1.3295       1.5778       0.0159       
10.0500      10.8011      10.8384      1.3213       1.5680       0.0154       
10.1500      10.7314      10.7690      1.3131       1.5585       0.0148       
10.2500      10.6619      10.6996      1.3049       1.5493       0.0144       
10.3500      10.5927      10.6304      1.2967       1.5403       0.0139       
10.4500      10.5237      10.5611      1.2885       1.5315       0.0134       
10.5500      10.4550      10.4920      1.2803       1.5229       0.0130       
10.6500      10.3864      10.4229      1.2722       1.5145       0.0126       
10.7500      10.3180      10.3538      1.2640       1.5062       0.0122       
10.8500      10.2498      10.2847      1.2558       1.4982       0.0118       
10.9500      10.1818      10.2157      1.2476       1.4902       0.0114       
11.0500      10.1139      10.1467      1.2394       1.4825       0.0111       
11.1500      10.0462      10.0778      1.2312       1.4748       0.0107       
11.2500      9.9786       10.0089      1.2230       1.4673       0.0104       
11.3500      9.9111       9.9401       1.2148       1.4600       0.0101       
11.4500      9.8438       9.8714       1.2066       1.4527       0.0097       
11.5500      9.7766       9.8026       1.1984       1.4455       0.0094       
11.6500      9.7096       9.7340       1.1902       1.4384       0.0092       
11.7500      9.6426       9.6655       1.1820       1.4314       0.0089       
11.8500      9.5758       9.5970       1.1738       1.4245       0.0086       
11.9500      9.5091       9.5286       1.1656       1.4177       0.0084       
12.0500      9.4426       9.4603       1.1574       1.4109       0.0081       
12.1500      9.3762       9.3921       1.1492       1.4042       0.0079       
12.2500      9.3099       9.3241       1.1410       1.3976       0.0076       
12.3500      9.2437       9.2562       1.1329       1.3910       0.0074       
12.4500      9.1777       9.1884       1.1247       1.3845       0.0072       
12.5500      9.1118       9.1207       1.1165       1.3780       0.0070       
12.6500      9.0460       9.0532       1.1084       1.3715       0.0068       
12.7500      8.9804       8.9858       1.1003       1.3651       0.0066       
12.8500      8.9150       8.9187       1.0921       1.3588       0.0064       
12.9500      8.8497       8.8517       1.0840       1.3524       0.0062       
13.0500      8.7846       8.7849       1.0759       1.3461       0.0060       
13.1500      8.7196       8.7182       1.0678       1.3398       0.0058       
13.2500      8.6548       8.6518       1.0598       1.3336       0.0057       
13.3500      8.5901       8.5856       1.0517       1.3273       0.0055       
13.4500      8.5257       8.5196       1.0437       1.3211       0.0053       
13.5500      8.4614       8.4538       1.0357       1.3149       0.0052       
13.6500      8.3973       8.3883       1.0277       1.3087       0.0050       
13.7500      8.3334       8.3230       1.0197       1.3025       0.0049       
13.8500      8.2697       8.2580       1.0118       1.2964       0.0048       
13.9500      8.2062       8.1932       1.0038       1.2902       0.0046       
14.0500      8.1429       8.1287       0.9959       1.2841       0.0045       
14.1500      8.0799       8.0644       0.9880       1.2780       0.0044       
14.2500      8.0170       8.0005       0.9802       1.2718       0.0043       
14.3500      7.9544       7.9368       0.9723       1.2657       0.0041       
14.4500      7.8920       7.8734       0.9645       1.2596       0.0040       
14.5500      7.8298       7.8103       0.9567       1.2535       0.0039       
14.6500      7.7679       7.7475       0.9490       1.2474       0.0038       
14.7500      7.7062       7.6851       0.9413       1.2414       0.0037       
14.8500      7.6448       7.6229       0.9336       1.2353       0.0036       
14.9500      7.5836       7.5611       0.9259       1.2292       0.0035       
15.0500      7.5227       7.4996       0.9183       1.2231       0.0034       
15.1500      7.4620       7.4385       0.9107       1.2171       0.0033       
15.2500      7.4016       7.3776       0.9031       1.2110       0.0033       
15.3500      7.3415       7.3172       0.8956       1.2049       0.0032       
15.4500      7.2817       7.2571       0.8881       1.1989       0.0031       
15.5500      7.2221       7.1973       0.8806       1.1928       0.0030       
15.6500      7.1628       7.1380       0.8732       1.1868       0.0029       
15.7500      7.1039       7.0789       0.8658       1.1808       0.0029       
15.8500      7.0452       7.0203       0.8584       1.1747       0.0028       
15.9500      6.9868       6.9621       0.8511       1.1687       0.0027       
16.0500      6.9288       6.9042       0.8438       1.1627       0.0027       
16.1500      6.8710       6.8467       0.8366       1.1566       0.0026       
16.2500      6.8136       6.7896       0.8294       1.1506       0.0026       
16.3500      6.7564       6.7329       0.8222       1.1446       0.0025       
16.4500      6.6996       6.6766       0.8151       1.1386       0.0025       
16.5500      6.6431       6.6207       0.8080       1.1326       0.0024       
16.6500      6.5870       6.5652       0.8010       1.1266       0.0024       
16.7500      6.5312       6.5102       0.7940       1.1206       0.0023       
16.8500      6.4757       6.4555       0.7870       1.1146       0.0023       
16.9500      6.4205       6.4013       0.7801       1.1086       0.0022       
17.0500      6.3657       6.3474       0.7732       1.1027       0.0022       
17.1500      6.3113       6.2940       0.7664       1.0967       0.0021       
17.2500      6.2572       6.2411       0.7596       1.0908       0.0021       
17.3500      6.2034       6.1885       0.7529       1.0848       0.0021       
17.4500      6.1500       6.1364       0.7462       1.0789       0.0020       
17.5500      6.0970       6.0847       0.7395       1.0729       0.0020       
17.6500      6.0443       6.0335       0.7329       1.0670       0.0020       
17.7500      5.9920       5.9827       0.7264       1.0611       0.0019       
17.8500      5.9400       5.9323       0.7199       1.0552       0.0019       
17.9500      5.8884       5.8824       0.7134       1.0493       0.0019       
