bin                 q                   Fx                  Icoh               
462                 4.625000            69.084162           -0.889527           7.507854           
463                 4.635000            69.254803           -0.805612           11.856973          
464                 4.645000            69.425618           -0.736582           15.409129          
465                 4.655000            69.596611           -0.692288           17.661758          
466                 4.665000            69.767781           -0.680870           18.206327          
467                 4.675000            69.939129           -0.708166           16.757493          
468                 4.685000            70.110657           -0.777238           13.175362          
469                 4.695000            70.282365           -0.888064           7.479512           
470                 4.705000            70.454254           -1.037391           -0.146114          
471                 4.715000            70.626326           -1.218786           -9.357832          
472                 4.725000            70.798580           -1.422861           -19.666222         
473                 4.735000            70.971019           -1.637685           -30.458845         
474                 4.745000            71.143644           -1.849349           -41.030545         
475                 4.755000            71.316454           -2.042661           -50.619752         
476                 4.765000            71.489452           -2.201938           -58.448887         
477                 4.775000            71.662637           -2.311845           -63.766728         
478                 4.785000            71.836012           -2.358250           -65.890472         
479                 4.795000            72.009578           -2.329035           -64.245240         
480                 4.805000            72.183334           -2.214832           -58.398881         
481                 4.815000            72.357283           -2.009631           -48.090197         
482                 4.825000            72.531425           -1.711239           -33.249014         
483                 4.835000            72.705761           -1.321553           -14.006993         
484                 4.845000            72.880293           -0.846637           9.301481           
485                 4.855000            73.055021           -0.296592           36.148445          
486                 4.865000            73.229947           0.314772            65.831150          
487                 4.875000            73.405072           0.970453            97.499593          
488                 4.885000            73.580396           1.650934            130.191443         
489                 4.895000            73.755921           2.334990            162.872620         
490                 4.905000            73.931648           3.000587            194.481519         
491                 4.915000            74.107578           3.625821            223.974676         
492                 4.925000            74.283712           4.189858            250.371620         
493                 4.935000            74.460052           4.673832            272.796708         
494                 4.945000            74.636598           5.061641            290.515908         
495                 4.955000            74.813352           5.340624            302.966792         
496                 4.965000            74.990314           5.502069            309.780328         
497                 4.975000            75.167486           5.541535            310.793541         
498                 4.985000            75.344869           5.458982            306.052559         
499                 4.995000            75.522465           5.258688            295.806061         
500                 5.005000            75.700274           4.948977            280.489667         
501                 5.015000            75.878298           4.541769            260.702211         
502                 5.025000            76.056537           4.051970            237.175289         
503                 5.035000            76.234994           3.496752            210.737756         
504                 5.045000            76.413669           2.894748            182.277086         
505                 5.055000            76.592563           2.265207            152.699630         
506                 5.065000            76.771679           1.627161            122.891790         
507                 5.075000            76.951016           0.998635            93.684058          
508                 5.085000            77.130577           0.395948            65.819651          
509                 5.095000            77.310362           -0.166868           39.929155          
510                 5.105000            77.490373           -0.678500           16.512273          
511                 5.115000            77.670612           -1.130627           -4.072683          
512                 5.125000            77.851079           -1.518016           -21.611346         
513                 5.135000            78.031776           -1.838449           -36.028124         
514                 5.145000            78.212704           -2.092498           -47.373961         
515                 5.155000            78.393864           -2.283151           -55.808073         
516                 5.165000            78.575258           -2.415339           -61.574991         
517                 5.175000            78.756888           -2.495373           -64.978485         
518                 5.185000            78.938754           -2.530349           -66.354074         
519                 5.195000            79.120858           -2.527546           -66.041852         
520                 5.205000            79.303202           -2.493860           -64.361312         
521                 5.215000            79.485786           -2.435308           -61.589648         
522                 5.225000            79.668613           -2.356631           -57.944816         
523                 5.235000            79.851683           -2.261019           -53.574266         
524                 5.245000            80.034998           -2.149977           -48.549941         
525                 5.255000            80.218560           -2.023336           -42.869680         
526                 5.265000            80.402370           -1.879398           -36.464820         
527                 5.275000            80.586429           -1.715226           -29.213361         
528                 5.285000            80.770739           -1.527032           -20.957748         
529                 5.295000            80.955302           -1.310654           -11.525993         
530                 5.305000            81.140119           -1.062089           -0.754720          
531                 5.315000            81.325192           -0.778033           11.487487          
532                 5.325000            81.510521           -0.456408           25.278002          
533                 5.335000            81.696109           -0.096826           40.620900          
534                 5.345000            81.881958           0.299032            57.431880          
535                 5.355000            82.068068           0.727164            75.528506          
536                 5.365000            82.254442           1.181127            94.626580          
537                 5.375000            82.441081           1.652076            114.343096         
538                 5.385000            82.627987           2.128961            134.205839         
539                 5.395000            82.815160           2.598874            153.669287         
540                 5.405000            83.002604           3.047539            172.136100         
541                 5.415000            83.190320           3.459914            188.983126         
542                 5.425000            83.378309           3.820877            203.590559         
543                 5.435000            83.566573           4.115969            215.372711         
544                 5.445000            83.755114           4.332138            223.808673         
545                 5.455000            83.943933           4.458455            228.471165         
546                 5.465000            84.133033           4.486756            229.051910         
547                 5.475000            84.322414           4.412175            225.382043         
548                 5.485000            84.512080           4.233528            217.446291         
549                 5.495000            84.702031           3.953542            205.390016         
550                 5.505000            84.892269           3.578880            189.518538         
551                 5.515000            85.082797           3.119988            170.288606         
552                 5.525000            85.273616           2.590751            148.292284         
553                 5.535000            85.464728           2.007965            124.233928         
554                 5.545000            85.656135           1.390663            98.901318          
555                 5.555000            85.847839           0.759320            73.132320          
556                 5.565000            86.039842           0.134971            47.778721          
557                 5.575000            86.232145           -0.461711           23.669013          
558                 5.585000            86.424751           -1.011324           1.572012           
559                 5.595000            86.617661           -1.496601           -17.836861         
560                 5.605000            86.810878           -1.903175           -34.004926         
561                 5.615000            87.004404           -2.220210           -46.525739         
562                 5.625000            87.198240           -2.440857           -55.155519         
563                 5.635000            87.392389           -2.562528           -59.821715         
564                 5.645000            87.586853           -2.586954           -60.623265         
565                 5.655000            87.781634           -2.520043           -57.822567         
566                 5.665000            87.976734           -2.371520           -51.829610         
567                 5.675000            88.172155           -2.154404           -43.179094         
568                 5.685000            88.367899           -1.884303           -32.501762         
569                 5.695000            88.563969           -1.578614           -20.491439         
570                 5.705000            88.760366           -1.255618           -7.869495          
571                 5.715000            88.957094           -0.933564           4.651412           
572                 5.725000            89.154154           -0.629755           16.402459          
573                 5.735000            89.351548           -0.359703           26.790832          
574                 5.745000            89.549279           -0.136383           35.327335          
575                 5.755000            89.747349           0.030359            41.648041          
576                 5.765000            89.945761           0.134236            45.528953          
577                 5.775000            90.144516           0.172742            46.892981          
578                 5.785000            90.343618           0.147183            45.808992          
579                 5.795000            90.543068           0.062492            42.483083          
580                 5.805000            90.742869           -0.073145           37.242664          
581                 5.815000            90.943024           -0.248833           30.514297          
582                 5.825000            91.143535           -0.451654           22.796578          
583                 5.835000            91.344404           -0.667454           14.629595          
584                 5.845000            91.545635           -0.881687           6.562654           
585                 5.855000            91.747229           -1.080274           -0.877927          
586                 5.865000            91.949189           -1.250424           -7.219206          
587                 5.875000            92.151519           -1.381372           -12.068542         
588                 5.885000            92.354220           -1.465000           -15.135601         
589                 5.895000            92.557295           -1.496304           -16.248289         
590                 5.905000            92.760748           -1.473671           -15.361770         
591                 5.915000            92.964580           -1.398973           -12.560146         
592                 5.925000            93.168795           -1.277456           -8.050733          
593                 5.935000            93.373395           -1.117432           -2.151322          
594                 5.945000            93.578383           -0.929795           4.728854           
595                 5.955000            93.783762           -0.727398           12.113345          
596                 5.965000            93.989536           -0.524295           19.486552          
597                 5.975000            94.195706           -0.334925           26.324064          
598                 5.985000            94.402276           -0.173263           32.123593          
599                 5.995000            94.609249           -0.051986           36.434787          
600                 6.005000            94.816628           0.018298            38.886287          
601                 6.015000            95.024417           0.029706            39.208539          
602                 6.025000            95.232617           -0.022400           37.251106          
603                 6.035000            95.441233           -0.139068           32.993527          
604                 6.045000            95.650267           -0.317604           26.549120          
605                 6.055000            95.859723           -0.551624           18.161505          
606                 6.065000            96.069604           -0.831307           8.194006           
607                 6.075000            96.279913           -1.143836           -2.887504          
608                 6.085000            96.490654           -1.474009           -14.537446         
609                 6.095000            96.701830           -1.804983           -26.157845         
610                 6.105000            96.913445           -2.119122           -37.128706         
611                 6.115000            97.125501           -2.398895           -46.839850         
612                 6.125000            97.338003           -2.627783           -54.722559         
613                 6.135000            97.550954           -2.791147           -60.279398         
614                 6.145000            97.764358           -2.877012           -63.110648         
615                 6.155000            97.978218           -2.876729           -62.936020         
616                 6.165000            98.192538           -2.785470           -59.610506         
617                 6.175000            98.407321           -2.602547           -53.133597         
618                 6.185000            98.622572           -2.331520           -43.651381         
619                 6.195000            98.838294           -1.980106           -31.451455         
620                 6.205000            99.054492           -1.559877           -16.950898         
621                 6.215000            99.271168           -1.085770           -0.677959          
622                 6.225000            99.488328           -0.575437           16.751628          
623                 6.235000            99.705975           -0.048457           34.662487          
624                 6.245000            99.924113           0.474541            52.350223          
625                 6.255000            100.142746          0.972812            69.113299          
626                 6.265000            100.361879          1.426423            84.284609          
627                 6.275000            100.581515          1.817153            97.261238          
628                 6.285000            100.801660          2.129299            107.530996         
629                 6.295000            101.022317          2.350373            114.694498         
630                 6.305000            101.243491          2.471633            118.481826         
631                 6.315000            101.465186          2.488451            118.763064         
632                 6.325000            101.687407          2.400481            115.552336         
633                 6.335000            101.910159          2.211641            109.005289         
634                 6.345000            102.133446          1.929895            99.410305          
635                 6.355000            102.357272          1.566863            87.173992          
636                 6.365000            102.581644          1.137282            72.801798          
637                 6.375000            102.806564          0.658334            56.874795          
638                 6.385000            103.032040          0.148888            40.023822          
639                 6.395000            103.258075          -0.371314           22.902269          
640                 6.405000            103.484674          -0.882480           6.158824           
641                 6.415000            103.711843          -1.365567           -9.588585          
642                 6.425000            103.939587          -1.803026           -23.776480         
643                 6.435000            104.167911          -2.179444           -35.916197         
644                 6.445000            104.396820          -2.482075           -45.610129         
645                 6.455000            104.626321          -2.701234           -52.563321         
646                 6.465000            104.856418          -2.830540           -56.590130         
647                 6.475000            105.087117          -2.867013           -57.615925         
648                 6.485000            105.318424          -2.811016           -55.674055         
649                 6.495000            105.550345          -2.666069           -50.898512         
650                 6.505000            105.782885          -2.438543           -43.512936         
651                 6.515000            106.016051          -2.137256           -33.816724         
652                 6.525000            106.249848          -1.773001           -22.169097         
653                 6.535000            106.484283          -1.358027           -8.972057          
654                 6.545000            106.719361          -0.905515           5.346909           
655                 6.555000            106.955090          -0.429051           20.351520          
656                 6.565000            107.191476          0.057853            35.612074          
657                 6.575000            107.428524          0.542196            50.718901          
658                 6.585000            107.666243          1.011844            65.293486          
659                 6.595000            107.904637          1.455822            78.996979          
660                 6.605000            108.143716          1.864508            91.536045          
661                 6.615000            108.383484          2.229762            102.666115         
662                 6.625000            108.623951          2.544972            112.192302         
663                 6.635000            108.865121          2.805034            119.968316         
664                 6.645000            109.107004          3.006291            125.893832         
665                 6.655000            109.349606          3.146427            129.910803         
666                 6.665000            109.592935          3.224346            131.999220         
667                 6.675000            109.836998          3.240046            132.172779         
668                 6.685000            110.081804          3.194500            130.474885         
669                 6.695000            110.327360          3.089558            126.975289         
670                 6.705000            110.573675          2.927875            121.767583         
671                 6.715000            110.820756          2.712867            114.967625         
672                 6.725000            111.068612          2.448702            106.712862         
673                 6.735000            111.317252          2.140304            97.162386          
674                 6.745000            111.566684          1.793385            86.497463          
675                 6.755000            111.816917          1.414473            74.922208          
676                 6.765000            112.067960          1.010937            62.663999          
677                 6.775000            112.319822          0.590989            49.973257          
678                 6.785000            112.572512          0.163648            37.122191          
679                 6.795000            112.826040          -0.261330           24.402197          
680                 6.805000            113.080416          -0.673596           12.119665          
681                 6.815000            113.335649          -1.062391           0.590078           
682                 6.825000            113.591749          -1.416808           -9.869610          
683                 6.835000            113.848727          -1.726096           -18.950152         
684                 6.845000            114.106592          -1.980025           -26.360487         
685                 6.855000            114.365357          -2.169275           -31.839087         
686                 6.865000            114.625030          -2.285849           -35.165656         
687                 6.875000            114.885624          -2.323482           -36.172583         
688                 6.885000            115.147149          -2.278027           -34.755487         
689                 6.895000            115.409618          -2.147783           -30.882183         
690                 6.905000            115.673040          -1.933763           -24.599439         
691                 6.915000            115.937430          -1.639861           -16.036965         
692                 6.925000            116.202798          -1.272913           -5.408162          
693                 6.935000            116.469157          -0.842637           6.992666           
694                 6.945000            116.736520          -0.361436           20.796780          
695                 6.955000            117.004899          0.155920            35.571113          
696                 6.965000            117.274308          0.692740            50.831771          
697                 6.975000            117.544760          1.230968            66.060494          
698                 6.985000            117.816270          1.751831            80.723477          
699                 6.995000            118.088850          2.236548            94.291775          
700                 7.005000            118.362515          2.667084            106.262437         
701                 7.015000            118.637281          3.026892            116.179397         
702                 7.025000            118.913161          3.301637            123.653160         
703                 7.035000            119.190172          3.479842            128.378325         
704                 7.045000            119.468328          3.553444            130.148053         
705                 7.055000            119.747647          3.518209            128.864734         
706                 7.065000            120.028144          3.374010            124.546239         
707                 7.075000            120.309835          3.124921            117.327376         
708                 7.085000            120.592739          2.779141            107.456344         
709                 7.095000            120.876872          2.348738            95.286265          
710                 7.105000            121.162253          1.849217            81.262069          
711                 7.115000            121.448900          1.298937            65.903262          
712                 7.125000            121.736832          0.718392            49.783288          
713                 7.135000            122.026068          0.129392            33.506379          
714                 7.145000            122.316627          -0.445824           17.682914          
715                 7.155000            122.608531          -0.985497           2.904383           
716                 7.165000            122.901799          -1.469252           -10.280930         
717                 7.175000            123.196454          -1.878940           -21.390440         
718                 7.185000            123.492516          -2.199391           -30.026931         
719                 7.195000            123.790008          -2.419037           -35.894523         
720                 7.205000            124.088954          -2.530390           -38.810221         
721                 7.215000            124.389377          -2.530331           -38.710580         
722                 7.225000            124.691300          -2.420217           -35.653183         
723                 7.235000            124.994750          -2.205800           -29.812944         
724                 7.245000            125.299750          -1.896950           -21.473432         
725                 7.255000            125.606329          -1.507212           -11.013674         
726                 7.265000            125.914512          -1.053201           1.108919           
727                 7.275000            126.224327          -0.553886           14.378679          
728                 7.285000            126.535803          -0.029772           28.243921          
729                 7.295000            126.848969          0.497961            42.140260          
730                 7.305000            127.163856          1.008338            55.513957          
731                 7.315000            127.480494          1.481444            67.844264          
732                 7.325000            127.798915          1.899208            78.663793          
733                 7.335000            128.119153          2.246103            87.576082          
734                 7.345000            128.441241          2.509708            94.269649          
735                 7.355000            128.765215          2.681133            98.528038          
736                 7.365000            129.091110          2.755284            100.235534         
737                 7.375000            129.418964          2.730951            99.378458          
738                 7.385000            129.748816          2.610741            96.042141          
739                 7.395000            130.080705          2.400849            90.403888          
740                 7.405000            130.414672          2.110688            82.722382          
741                 7.415000            130.750759          1.752401            73.324171          
742                 7.425000            131.089011          1.340280            62.587938          
743                 7.435000            131.429473          0.890117            50.927347          
744                 7.445000            131.772191          0.418527            38.773280          
745                 7.455000            132.117215          -0.057733           26.556264          
746                 7.465000            132.464594          -0.522417           14.689823          
747                 7.475000            132.814382          -0.960395           3.555433           
748                 7.485000            133.166631          -1.358173           -6.510399          
749                 7.495000            133.521399          -1.704323           -15.226493         
750                 7.505000            133.878743          -1.989813           -22.374537         
751                 7.515000            134.238724          -2.208211           -27.803688         
752                 7.525000            134.601405          -2.355786           -31.432236         
753                 7.535000            134.966851          -2.431496           -33.246505         
754                 7.545000            135.335130          -2.436873           -33.297239         
755                 7.555000            135.706314          -2.375822           -31.693824         
756                 7.565000            136.080475          -2.254344           -28.596769         
757                 7.575000            136.457691          -2.080206           -24.208901         
758                 7.585000            136.838042          -1.862571           -18.765734         
759                 7.595000            137.221612          -1.611608           -12.525457         
760                 7.605000            137.608488          -1.338098           -5.758965          
761                 7.615000            137.998762          -1.053049           1.259716           
762                 7.625000            138.392530          -0.767338           8.262310           
763                 7.635000            138.789892          -0.491381           14.994261          
764                 7.645000            139.190953          -0.234845           21.221641          
765                 7.655000            139.595824          -0.006399           26.736911          
766                 7.665000            140.004620          0.186485            31.363530          
767                 7.675000            140.417463          0.337690            34.959429          
768                 7.685000            140.834481          0.442570            37.419427          
769                 7.695000            141.255810          0.498031            38.676679          
770                 7.705000            141.681592          0.502566            38.703240          
771                 7.715000            142.111976          0.456272            37.509859          
772                 7.725000            142.547122          0.360823            35.145053          
773                 7.735000            142.987199          0.219429            31.693541          
774                 7.745000            143.432383          0.036757            27.274041          
775                 7.755000            143.882865          -0.181171           22.036463          
776                 7.765000            144.338845          -0.427105           16.158456          
777                 7.775000            144.800537          -0.692729           9.841311           
778                 7.785000            145.268169          -0.968850           3.305181           
779                 7.795000            145.741985          -1.245622           -3.216399          
780                 7.805000            146.222244          -1.512802           -9.482659          
781                 7.815000            146.709227          -1.760031           -15.252379         
782                 7.825000            147.203232          -1.977152           -20.291208         
783                 7.835000            147.704582          -2.154536           -24.379368         
784                 7.845000            148.213626          -2.283435           -27.319544         
785                 7.855000            148.730738          -2.356323           -28.944702         
786                 7.865000            149.256326          -2.367235           -29.125534         
787                 7.875000            149.790834          -2.312076           -27.777193         
788                 7.885000            150.334742          -2.188887           -24.864956         
789                 7.895000            150.888579          -1.998054           -20.408482         
790                 7.905000            151.452923          -1.742447           -14.484298         
791                 7.915000            152.028409          -1.427464           -7.226270          
792                 7.925000            152.615740          -1.060987           1.176197           
793                 7.935000            153.215696          -0.653220           10.482330          
794                 7.945000            153.829146          -0.216432           20.406570          
795                 7.955000            154.457061          0.235415            30.627456          
796                 7.965000            155.100537          0.687130            40.798599          
797                 7.975000            155.760812          1.122841            50.561405          
798                 7.985000            156.439301          1.526612            59.559078          
799                 7.995000            157.137623          1.883098            67.451351          
800                 8.005000            157.857656          2.178208            73.929323          
801                 8.015000            158.601593          2.399763            78.729691          
802                 8.025000            159.372018          2.538093            81.647712          
803                 8.035000            160.172021          2.586562            82.548187          
804                 8.045000            161.005338          2.541980            81.373868          
805                 8.055000            161.876564          2.404881            78.150756          
806                 8.065000            162.791457          2.179644            72.989885          
807                 8.075000            163.757393          1.874454            66.085352          
808                 8.085000            164.784092          1.501077            57.708519          
809                 8.095000            165.884807          1.074467            48.198506          
810                 8.105000            167.078439          0.612218            37.949275          
811                 8.115000            168.393622          0.133866            27.393795          
812                 8.125000            169.877623          -0.339915           16.985942          
813                 8.135000            171.619653          -0.788204           7.180910           
814                 8.145000            173.834686          -1.190756           -1.584963          
815                 8.155000            177.590612          -1.528923           -8.914020          
816                 8.165000            -1.000000           -1.786535           -14.465787         
817                 8.175000            -1.000000           -1.950673           -17.973241         
818                 8.185000            -1.000000           -2.012325           -19.256000         
819                 8.195000            -1.000000           -1.966868           -18.229722         
820                 8.205000            -1.000000           -1.814352           -14.911186         
821                 8.215000            -1.000000           -1.559576           -9.418720          
822                 8.225000            -1.000000           -1.211939           -1.967860          
823                 8.235000            -1.000000           -0.785067           7.137621           
824                 8.245000            -1.000000           -0.296242           17.518960          
825                 8.255000            -1.000000           0.234357            28.739340          
826                 8.265000            -1.000000           0.784561            40.323735          
827                 8.275000            -1.000000           1.331222            51.780728          
828                 8.285000            -1.000000           1.851283            62.625248          
829                 8.295000            -1.000000           2.322853            72.401124          
830                 8.305000            -1.000000           2.726233            80.702322          
831                 8.315000            -1.000000           3.044846            87.191821          
832                 8.325000            -1.000000           3.266016            91.617163          
833                 8.335000            -1.000000           3.381566            93.821883          
834                 8.345000            -1.000000           3.388187            93.752237          
835                 8.355000            -1.000000           3.287579            91.458858          
836                 8.365000            -1.000000           3.086337            87.093262          
837                 8.375000            -1.000000           2.795595            80.899350          
838                 8.385000            -1.000000           2.430440            73.200340          
839                 8.395000            -1.000000           2.009134            64.381797          
840                 8.405000            -1.000000           1.552173            54.871612          
841                 8.415000            -1.000000           1.081228            45.117977          
842                 8.425000            -1.000000           0.618043            35.566478          
843                 8.435000            -1.000000           0.183320            26.637498          
844                 8.445000            -1.000000           -0.204330           18.705102          
845                 8.455000            -1.000000           -0.529329           12.078498          
846                 8.465000            -1.000000           -0.779909           6.987043           
847                 8.475000            -1.000000           -0.948680           3.569561           
848                 8.485000            -1.000000           -1.032974           1.868540           
849                 8.495000            -1.000000           -1.034930           1.829483           
850                 8.505000            -1.000000           -0.961317           3.305455           
851                 8.515000            -1.000000           -0.823119           6.066545           
852                 8.525000            -1.000000           -0.634883           9.813748           
853                 8.535000            -1.000000           -0.413880           14.196500          
854                 8.545000            -1.000000           -0.179112           18.832917          
855                 8.555000            -1.000000           0.049765            23.331649          
856                 8.565000            -1.000000           0.253569            27.314156          
857                 8.575000            -1.000000           0.414681            30.436212          
858                 8.585000            -1.000000           0.518063            32.407462          
859                 8.595000            -1.000000           0.552125            33.007975          
860                 8.605000            -1.000000           0.509416            32.100896          
861                 8.615000            -1.000000           0.387077            29.640497          
862                 8.625000            -1.000000           0.187055            25.675200          
863                 8.635000            -1.000000           -0.083963           20.345385          
864                 8.645000            -1.000000           -0.414866           13.876114          
865                 8.655000            -1.000000           -0.790692           6.565137           
866                 8.665000            -1.000000           -1.193410           -1.233160          
867                 8.675000            -1.000000           -1.602892           -9.127004          
868                 8.685000            -1.000000           -1.997994           -16.708647         
869                 8.695000            -1.000000           -2.357721           -23.576775         
870                 8.705000            -1.000000           -2.662381           -29.358704         
871                 8.715000            -1.000000           -2.894691           -33.731150         
872                 8.725000            -1.000000           -3.040757           -36.438449         
873                 8.735000            -1.000000           -3.090887           -37.307219         
874                 8.745000            -1.000000           -3.040178           -36.256667         
875                 8.755000            -1.000000           -2.888858           -33.303961         
876                 8.765000            -1.000000           -2.642345           -28.564358         
877                 8.775000            -1.000000           -2.311037           -22.246060         
878                 8.785000            -1.000000           -1.909826           -14.640057         
879                 8.795000            -1.000000           -1.457368           -6.105475          
880                 8.805000            -1.000000           -0.975145           2.948792           
881                 8.815000            -1.000000           -0.486363           12.085205          
882                 8.825000            -1.000000           -0.014755           20.860343          
883                 8.835000            -1.000000           0.416663            28.848082          
884                 8.845000            -1.000000           0.786808            35.661981          
885                 8.855000            -1.000000           1.077649            40.975660          
886                 8.865000            -1.000000           1.275179            44.540110          
887                 8.875000            -1.000000           1.370184            46.196986          
888                 8.885000            -1.000000           1.358764            45.887199          
889                 8.895000            -1.000000           1.242575            43.654322          
890                 8.905000            -1.000000           1.028787            39.642646          
891                 8.915000            -1.000000           0.729755            34.089972          
892                 8.925000            -1.000000           0.362405            27.315517          
893                 8.935000            -1.000000           -0.052602           19.703574          
894                 8.945000            -1.000000           -0.491926           11.683774          
895                 8.955000            -1.000000           -0.930733           3.708998           
896                 8.965000            -1.000000           -1.343968           -3.767921          
897                 8.975000            -1.000000           -1.707646           -10.317470         
898                 8.985000            -1.000000           -2.000089           -15.555509         
899                 8.995000            -1.000000           -2.203048           -19.162941         
900                 9.005000            -1.000000           -2.302652           -20.902011         
901                 9.015000            -1.000000           -2.290134           -20.628370         
902                 9.025000            -1.000000           -2.162294           -18.298325         
903                 9.035000            -1.000000           -1.921675           -13.970907         
904                 9.045000            -1.000000           -1.576454           -7.804682          
905                 9.055000            -1.000000           -1.140032           -0.049506          
906                 9.065000            -1.000000           -0.630371           8.966318           
907                 9.075000            -1.000000           -0.069094           18.852785          
908                 9.085000            -1.000000           0.519601            29.177943          
909                 9.095000            -1.000000           1.110145            39.489601          
910                 9.105000            -1.000000           1.676871            49.337866          
911                 9.115000            -1.000000           2.195286            58.297334          
